,budget_(in_US-Dollars),revenue_(in_US-Dollars),profit_(in_US_Dollars),original_title,cast,director,tagline,runtime,genres,release_date,release_year
8399,12000000,40716963,28716963,Absence of Malice,Paul Newman|Sally Field|Bob Balaban|Melinda Dillon|Luther Adler,Sydney Pollack,Suppose you picked up this morning's newspaper and your life was a front page headline... and everything they said was accurate... but none of it was true.,116,Drama|Romance|Thriller,1981-12-18,1981
8400,5000000,42365581,37365581,Time Bandits,John Cleese|Sean Connery|Shelley Duvall|Katherine Helmond|Ian Holm,Terry Gilliam,All the dreams you've ever had and not just the good ones.,116,Family|Fantasy|Science Fiction|Adventure|Comedy,1981-07-13,1981
8401,4100000,14225876,10125876,Scanners,Stephen Lack|Jennifer O'Neill|Michael Ironside|Patrick McGoohan|Lawrence Dane,David Cronenberg,10 Seconds: The Pain Begins. 15 Seconds: You Can't Breathe. 20 Seconds: You Explode.,103,Horror|Science Fiction|Thriller,1981-01-14,1981
8405,10000000,85300000,75300000,Stripes,Bill Murray|Harold Ramis|Warren Oates|P.J. Soles|Sean Young,Ivan Reitman,The story of a man who wanted to keep the world safe for democracy...and meet girls.,106,Action|Comedy,1981-06-25,1981
8406,16000000,17374595,1374595,Outland,Sean Connery|Peter Boyle|Frances Sternhagen|James Sikking|Kika Markham,Peter Hyams,On Jupiter's moon something deadly is happening.,112,Science Fiction,1981-05-22,1981
8409,3000000,216166,-2783834,Dead & Buried,James Farentino|Melody Anderson|Jack Albertson|Nancy Locke|Robert Englund,Gary Sherman,It will take your breath away. All of it.,94,Horror|Mystery,1981-05-29,1981
8410,18000000,12000000,-6000000,Blow Out,John Travolta|Nancy Allen|John Lithgow|Dennis Franz|Peter Boyden,Brian De Palma,Murder has a sound all of its own!,108,Drama|Mystery|Thriller,1981-07-24,1981
8415,18000000,6000000,-12000000,Dragonslayer,Peter MacNicol|Caitlin Clarke|Ralph Richardson|John Hallam|Peter Eyre,Matthew Robbins,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",108,Fantasy,1981-06-26,1981
8418,1000000,17985893,16985893,The Howling,Patrick Macnee|Dennis Dugan|Christopher Stone|Belinda Balaski|Kevin McCarthy,Joe Dante,Imagine your worst fear a reality,91,Drama|Horror,1981-04-03,1981
8419,5000000,19905359,14905359,Nighthawks,Sylvester Stallone|Rutger Hauer|Billy Dee Williams|Lindsay Wagner|Persis Khambatta,Bruce Malmuth,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,99,Action|Crime|Thriller,1981-03-17,1981
8421,14000000,35856053,21856053,Taps,George C. Scott|Timothy Hutton|Ronny Cox|Sean Penn|Tom Cruise,Harold Becker,"This school is our home, we think it's worth defending.",126,Drama,1981-12-20,1981
8425,15000000,41092328,26092328,Clash of the Titans,Laurence Olivier|Claire Bloom|Maggie Smith|Jack Gwillim|Harry Hamlin,Desmond Davis,You will feel the power. Live the adventure. Experience the fantastic.,118,Adventure|Fantasy|Family,1981-03-15,1981
8444,8500000,29916207,21416207,Neighbors,John Belushi|Kathryn Walker|Cathy Moriarty|Dan Aykroyd|Tim Kazurinsky,John G. Avildsen,Lock the doors... here come the Neighbors,94,Comedy,1981-12-18,1981
8457,75000000,816969268,741969268,Independence Day,Will Smith|Bill Pullman|Jeff Goldblum|Mary McDonnell|Judd Hirsch,Roland Emmerich,Earth. Take a good look. It might be your last.,145,Action|Adventure|Science Fiction,1996-06-25,1996
8458,80000000,457696359,377696359,Mission: Impossible,Tom Cruise|Jon Voight|Emmanuelle BÃ©art|Henry Czerny|Jean Reno,Brian De Palma,Expect the Impossible.,110,Adventure|Action|Thriller,1996-05-21,1996
8459,4000000,16491080,12491080,Trainspotting,Ewan McGregor|Ewen Bremner|Jonny Lee Miller|Robert Carlyle|Kelly Macdonald,Danny Boyle,Choose life.,93,Drama|Crime,1996-02-23,1996
8460,7000000,60611975,53611975,Fargo,William H. Macy|Frances McDormand|Steve Buscemi|Peter Stormare|Kristin RudrÃ¼d,Joel Coen,A lot can happen in the middle of nowhere.,98,Crime|Drama|Thriller,1996-04-05,1996
8461,75000000,335062621,260062621,The Rock,Sean Connery|Nicolas Cage|Ed Harris|John Spencer|David Morse,Michael Bay,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.,136,Action|Adventure|Thriller,1996-06-06,1996
8462,70000000,101371017,31371017,Mars Attacks!,Jack Nicholson|Glenn Close|Annette Bening|Pierce Brosnan|Danny DeVito,Tim Burton,Nice planet. We'll take it!,106,Comedy|Fantasy|Science Fiction,1996-12-12,1996
8463,14500000,147298761,132798761,Romeo + Juliet,Leonardo DiCaprio|Claire Danes|John Leguizamo|Harold Perrineau|Pete Postlethwaite,Baz Luhrmann,My only love sprung from my only hate.,120,Drama|Romance,1996-10-31,1996
8464,100000000,100138851,138851,The Hunchback of Notre Dame,Tom Hulce|Demi Moore|Heidi Mollenhauer|Tony Jay|Kevin Kline,Gary Trousdale|Kirk Wise,,91,Family|Fantasy|Animation,1996-06-21,1996
8466,80000000,230000000,150000000,Space Jam,Michael Jordan|Wayne Knight|Billy West|Dee Bradley Baker|Theresa Randle,Joe Pytka,Get ready to jam.,88,Animation|Comedy|Drama|Family|Fantasy,1996-11-15,1996
8467,100000000,242295562,142295562,Eraser,Arnold Schwarzenegger|James Caan|Vanessa Williams|James Coburn|Robert Pastorelli,Chuck Russell,He will erase your past to protect your future.,115,Action|Drama|Mystery|Thriller,1996-06-21,1996
8468,54000000,320689294,266689294,101 Dalmatians,Glenn Close|Jeff Daniels|Joely Richardson|Joan Plowright|Hugh Laurie,Stephen Herek,So many dogs. So little time.,103,Comedy|Family,1996-11-17,1996
8469,32000000,152036382,120036382,Phenomenon,John Travolta|Kyra Sedgwick|Forest Whitaker|Robert Duvall|Jeffrey DeMunn,Jon Turteltaub,Some things in life just can't be explained.,123,Drama|Fantasy|Romance|Science Fiction,1996-07-05,1996
8470,19000000,25836616,6836616,From Dusk Till Dawn,George Clooney|Quentin Tarantino|Harvey Keitel|Juliette Lewis|Ernest Liu,Robert Rodriguez,One night is all that stands between them and freedom. But it's going to be a hell of a night.,108,Horror|Action|Thriller|Crime,1996-01-19,1996
8471,40000000,152266007,112266007,A Time to Kill,Matthew McConaughey|Sandra Bullock|Samuel L. Jackson|Kevin Spacey|Oliver Platt,Joel Schumacher,Experience a time you'll never forget.,149,Crime|Drama|Thriller,1996-07-24,1996
8472,46000000,150000000,104000000,Star Trek: First Contact,James Cromwell|Alfre Woodard|Alice Krige|Neal McDonough|Patrick Stewart,Jonathan Frakes,Resistance is futile.,111,Science Fiction|Action|Adventure|Thriller,1996-11-21,1996
8473,12000000,41205099,29205099,Happy Gilmore,Adam Sandler|Christopher McDonald|Julie Bowen|Frances Bay|Carl Weathers,Dennis Dugan,He doesn't play golf... he destroys it.,92,Comedy,1996-02-16,1996
8474,60000000,129832389,69832389,Jingle All the Way,Arnold Schwarzenegger|Phil Hartman|Sinbad|Rita Wilson|Jake Lloyd,Brian Levant,"Two Dads, One Toy, No Prisoners.",89,Comedy|Family,1996-11-15,1996
8475,14000000,173046663,159046663,Scream,David Arquette|Neve Campbell|Courteney Cox|Matthew Lillard|Rose McGowan,Wes Craven,Someone has taken their love of scary movies one step too far.,111,Crime|Horror|Mystery,1996-12-19,1996
8476,65000000,89456761,24456761,The Long Kiss Goodnight,Geena Davis|Samuel L. Jackson|Yvonne Zima|Craig Bierko|Tom Amandes,Renny Harlin,What's forgotten is not always gone.,120,Action|Crime|Drama|Mystery|Thriller,1996-10-11,1996
8477,50000000,273552592,223552592,Jerry Maguire,Tom Cruise|Cuba Gooding Jr.|RenÃ©e Zellweger|Kelly Preston|Alison Armitage,Cameron Crowe,Everybody loved him... Everybody disappeared.,139,Comedy|Drama|Romance,1996-12-06,1996
8478,36000000,33459416,-2540584,Matilda,Mara Wilson|Danny DeVito|Embeth Davidtz|Rhea Perlman|Pam Ferris,Danny DeVito,A little magic goes a long way.,98,Comedy|Family|Fantasy,1996-08-02,1996
8479,57000000,115267375,58267375,DragonHeart,Dennis Quaid|David Thewlis|Pete Postlethwaite|Dina Meyer|Julie Christie,Rob Cohen,You will believe.,103,Fantasy,1996-05-31,1996
8480,54000000,128769345,74769345,The Nutty Professor,Eddie Murphy|Jada Pinkett Smith|James Coburn|Larry Miller|Dave Chappelle,Tom Shadyac,"Inside Sherman Klump, a party animal is about to break out.",95,Fantasy|Comedy|Romance|Science Fiction,1996-06-26,1996
8481,80000000,159212469,79212469,Daylight,Sylvester Stallone|Amy Brenneman|Viggo Mortensen|Dan Hedaya|Jay O. Sanders,Rob Cohen,No air. No escape. No time.,115,Action|Adventure|Thriller,1996-12-06,1996
8482,30000000,57400547,27400547,The Quest,Jean-Claude Van Damme|Roger Moore|James Remar|Jack McGee|Louis Mandylor,Jean-Claude Van Damme,Go the distance,95,Action|Adventure,1996-04-19,1996
8483,50000000,60209334,10209334,Chain Reaction,Keanu Reeves|Morgan Freeman|Rachel Weisz|Fred Ward|Kevin Dunn,Andrew Davis,Reaction Time 8-4-96,107,Adventure,1996-08-02,1996
8484,27000000,231976425,204976425,The English Patient,Ralph Fiennes|Juliette Binoche|Willem Dafoe|Kristin Scott Thomas|Naveen Andrews,Anthony Minghella,"In love, there are no boundaries.",162,Drama|Romance|War,1996-11-14,1996
8485,55000000,121969216,66969216,Executive Decision,Kurt Russell|Steven Seagal|Halle Berry|John Leguizamo|Oliver Platt,Stuart Baird,Fasten your seat belts,133,Action|Adventure|Drama|Thriller,1996-03-15,1996
8486,92000000,494471524,402471524,Twister,Helen Hunt|Bill Paxton|Cary Elwes|Jami Gertz|Philip Seymour Hoffman,Jan de Bont,The Dark Side of Nature.,113,Action|Adventure|Drama,1996-05-09,1996
8487,80000000,309492681,229492681,Ransom,Mel Gibson|Gary Sinise|Delroy Lindo|Rene Russo|Lili Taylor,Ron Howard,Someone is going to pay.,117,Action|Thriller,1996-11-08,1996
8489,47000000,102825796,55825796,The Cable Guy,Jim Carrey|Matthew Broderick|Leslie Mann|Jack Black|George Segal,Ben Stiller,There's no such thing as free cable.,96,Comedy|Drama|Thriller,1996-06-14,1996
8490,44000000,165615285,121615285,Sleepers,Robert De Niro|Brad Pitt|Kevin Bacon|Jason Patric|Ron Eldard,Barry Levinson,When friendship runs deeper than blood.,147,Crime|Drama|Thriller,1996-10-18,1996
8491,30000000,29359216,-640784,The Frighteners,Michael J. Fox|Jeffrey Combs|Jake Busey|Chi McBride|Trini Alvarado,Peter Jackson,No Rest for the Wicked.,110,Horror|Comedy,1996-07-18,1996
8492,50000000,150270147,100270147,Broken Arrow,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton,John Woo,Prepare to Go Ballistic.,108,Action|Adventure|Drama|Thriller,1996-02-09,1996
8494,50000000,42277365,-7722635,Escape from L.A.,Kurt Russell|Stacy Keach|Steve Buscemi|Pam Grier|Cliff Robertson,John Carpenter,Snake Is Back.,97,Action|Adventure|Science Fiction|Thriller,1996-08-09,1996
8495,36000000,20300385,-15699615,The People vs. Larry Flynt,Woody Harrelson|Courtney Love|Edward Norton|Brett Harrelson|Donna Hanover,MiloÅ¡ Forman,"You may not like what he does, but are you prepared to give up his right to do it?",129,Drama,1996-10-13,1996
8496,25000000,14048372,-10951628,The Arrival,Charlie Sheen|Lindsay Crouse|Richard Schiff|Ron Silver|Teri Polo,David Twohy,The greatest danger facing our world has been the planet's best kept secret... until now.,115,Action|Mystery|Science Fiction|Thriller,1996-05-31,1996
8497,4500000,7011317,2511317,Bound,Jennifer Tilly|Gina Gershon|Joe Pantoliano|John P. Ryan|Christopher Meloni,Lana Wachowski|Lilly Wachowski,"In their world, you can't buy freedom, but you can steal it.",108,Romance|Drama|Thriller|Crime,1996-09-13,1996
8498,200000,4505922,4305922,Swingers,Jon Favreau|Vince Vaughn|Ron Livingston|Patrick Van Horn|Alex DÃ©sert,Doug Liman,Cocktails first. Questions later.,94,Comedy|Romance,1996-10-18,1996
8499,50000000,113309743,63309743,Striptease,Demi Moore|Burt Reynolds|Armand Assante|Ving Rhames|Robert Patrick,Andrew Bergman,Some People Get Into Trouble No Matter What They WEAR.,115,Drama|Thriller|Crime,1996-06-28,1996
8500,55000000,18626419,-36373581,The Fan,Robert De Niro|Wesley Snipes|Ellen Barkin|John Leguizamo|Benicio del Toro,Tony Scott,All fans have a favorite player.  This one has a favorite target.,116,Drama|Mystery|Thriller,1996-08-15,1996
8501,45000000,58620973,13620973,Jack,Robin Williams|Diane Lane|Brian Kerwin|Jennifer Lopez|Bill Cosby,Francis Ford Coppola,Jack Powell is about to tackle his biggest adventure ever... the fifth grade!,113,Comedy|Drama|Science Fiction,1996-08-09,1996
8502,30000000,102616183,72616183,Primal Fear,Richard Gere|Edward Norton|Laura Linney|John Mahoney|Frances McDormand,Gregory Hoblit,"Sooner or later, a man who wears two faces forgets which one is real.",129,Crime|Drama|Mystery|Thriller,1996-04-03,1996
8504,46000000,100860818,54860818,Courage Under Fire,Denzel Washington|Meg Ryan|Lou Diamond Phillips|Matt Damon|Michael Moriarty,Edward Zwick,A medal for honor. A search for justice. A battle for truth.,117,Drama|Thriller|Mystery|War,1996-07-04,1996
8510,9000000,41590886,32590886,Set  It Off,Jada Pinkett Smith|Queen Latifah|Vivica A. Fox|Kimberly Elise|Blair Underwood,F. Gary Gray,It's about crime. It's about payback. It's about survival.,118,Drama|Action|Crime,1996-11-06,1996
8512,15000000,24769466,9769466,The Craft,Fairuza Balk|Neve Campbell|Robin Tunney|Rachel True|Skeet Ulrich,Andrew Fleming,Welcome to the witching hour.,101,Fantasy|Drama|Horror|Thriller,1996-05-03,1996
8515,4000000,16675000,12675000,Hellraiser: Bloodline,Bruce Ramsay|Valentina Vargas|Charlotte Chatton|Adam Scott|Kim Myers,Kevin Yagher,"This year, the past, the present and the future will all meet at the crossroads of hell.",86,Horror|Thriller|Science Fiction,1996-03-08,1996
8517,27000000,25023434,-1976566,Kingpin,Woody Harrelson|Randy Quaid|Vanessa Angel|Bill Murray|Chris Elliott,Bobby Farrelly|Peter Farrelly,You wouldn't want to meet these pinheads in an alley.,113,Comedy,1996-07-04,1996
8518,40000000,48093211,8093211,The Preacher's Wife,Denzel Washington|Whitney Houston|Courtney B. Vance|Gregory Hines|Jenifer Lewis,Penny Marshall,They needed help. What they got was a miracle.,124,Fantasy|Drama|Comedy|Science Fiction|Romance,1996-12-13,1996
8521,25000000,22611954,-2388046,Bulletproof,Damon Wayans|Adam Sandler|James Caan|Robert Swenson|James Farentino,Ernest R. Dickerson,Tough cop. Hostile witness.,84,Action|Adventure|Comedy|Thriller,1996-09-06,1996
8523,15000000,5,-14999995,Bordello of Blood,Dennis Miller|Erika Eleniak|Angie Everhart|John Kassir|Chris Sarandon,Gilbert Adler,,87,Horror|Comedy,1996-08-16,1996
8524,55000000,141047179,86047179,Evita,Madonna|Antonio Banderas|Jonathan Pryce|Jimmy Nail|Victoria Sus,Alan Parker,The Most Anticipated Motion Picture Event of The Year,134,History|Drama|Music,1996-12-14,1996
8528,7000000,14702438,7702438,Flirting with Disaster,Ben Stiller|Patricia Arquette|TÃ©a Leoni|Mary Tyler Moore|Alan Alda,David O. Russell,"A comedy about sex, love, family and other accidents waiting to happen.",92,Comedy|Romance,1996-03-22,1996
8532,2962051,3011195,49144,Basquiat,Jeffrey Wright|David Bowie|Dennis Hopper|Gary Oldman|Benicio del Toro,Julian Schnabel,,108,Drama|History,1996-08-09,1996
8535,67000000,47267001,-19732999,Last Man Standing,Bruce Willis|Bruce Dern|William Sanderson|Christopher Walken|David Patrick Kelly,Walter Hill,"In a town with no justice, there is only one law... Every man for himself.",101,Action|Crime|Drama|Thriller,1996-09-20,1996
8536,25000000,51702483,26702483,Maximum Risk,Jean-Claude Van Damme|Natasha Henstridge|Jean-Hugues Anglade|Zach Grenier|Paul Ben-Victor,Ringo Lam,The Other Side of Safety.,100,Action|Adventure|Thriller,1996-09-13,1996
8537,25000000,17193231,-7806769,Fled,Laurence Fishburne|Stephen Baldwin|Salma Hayek|Will Patton|Robert John Burke,Kevin Hooks,See how they run.,98,Action|Comedy|Thriller,1996-07-19,1996
8540,3500000,9482579,5982579,She's the One,Edward Burns|Michael McGlone|Cameron Diaz|Jennifer Aniston|John Mahoney,Edward Burns,A romantic comedy about two brothers... and the one thing that came between them.,96,Comedy|Romance,1996-08-26,1996
8544,13000000,17917287,4917287,The Crow: City of Angels,Vincent PÃ©rez|Mia Kirshner|Iggy Pop|Thomas Jane|Richard Brooks,Tim Pope,Believe in the power of another,84,Action|Fantasy|Thriller,1996-08-29,1996
8547,7000000,560069,-6439931,Bottle Rocket,Luke Wilson|Owen Wilson|Lumi Cavazos|Andrew Wilson|Robert Musgrave,Wes Anderson,"They're not really criminals, but everyone's got to have a dream.",91,Comedy|Crime|Drama,1996-02-21,1996
8548,38000000,28921264,-9078736,James and the Giant Peach,Miriam Margolyes|Joanna Lumley|Pete Postlethwaite|Susan Sarandon|Richard Dreyfuss,Henry Selick,Adventures this big don't grow on trees.,79,Adventure|Animation|Family,1996-04-12,1996
8550,6000000,22231658,16231658,Emma,Gwyneth Paltrow|Toni Collette|Alan Cumming|Ewan McGregor|Jeremy Northam,Douglas McGrath,Cupid is armed and dangerous!,121,Comedy|Drama|Romance,1996-08-02,1996
8552,45000000,53854588,8854588,Tin Cup,Kevin Costner|Don Johnson|Cheech Marin|George Perez|Rene Russo,Ron Shelton,Golf Pro. Love Amateur.,135,Comedy|Drama|Romance,1996-08-16,1996
8554,26000000,116400000,90400000,The First Wives Club,Bette Midler|Goldie Hawn|Diane Keaton|Maggie Smith|Dan Hedaya,Hugh Wilson,Don't get mad. Get everything.,103,Comedy,1996-09-20,1996
8556,3000000,4109095,1109095,Kama Sutra - A Tale of Love,Indira Varma|Sarita Choudhury|Ramon Tikaram|Naveen Andrews,Mira Nair,,117,Drama|History|Romance,1996-09-11,1996
8557,1000000,24475416,23475416,Sling Blade,Billy Bob Thornton|Dwight Yoakam|J. T. Walsh|John Ritter|Lucas Black,Billy Bob Thornton,A simple man. A difficult choice.,135,Drama,1996-08-30,1996
8558,4500000,13417292,8917292,Secrets & Lies,Timothy Spall|Phyllis Logan|Brenda Blethyn|Claire Rushbrook|Marianne Jean-Baptiste,Mike Leigh,,142,Drama,1996-05-24,1996
8563,47000000,12379402,-34620598,Mary Reilly,Julia Roberts|John Malkovich|George Cole|Michael Gambon|Glenn Close,Stephen Frears,The untold story of Jekyll and Hyde,104,Drama|Horror|Thriller|Romance,1996-02-23,1996
8565,50000000,75000000,25000000,The Ghost and the Darkness,Michael Douglas|Val Kilmer|Tom Wilkinson|John Kani|Emily Mortimer,Stephen Hopkins,Prey For The Hunters,109,Adventure,1996-10-11,1996
8572,7000000,405000,-6595000,Jude,Kate Winslet|Christopher Eccleston|Liam Cunningham|Rachel Griffiths|June Whitfield,Michael Winterbottom,A time without pity. A society without mercy. A love without equal.,123,Drama|Romance,1996-02-06,1996
8575,5000000,13269963,8269963,Lone Star,Chris Cooper|Matthew McConaughey|Elizabeth PeÃ±a|Kris Kristofferson|Joe Morton,John Sayles,John Sayles invites you to return to the scene of the crime.,135,Drama|Mystery|Romance,1996-06-21,1996
8576,25530000,20080020,-5449980,Flipper,Elijah Wood|Paul Hogan|Jonathan Banks|Jason Fuchs|Robert Deacon,Alan Shapiro,This summer it's finally safe to go back in the water.,95,Adventure|Family,1996-05-17,1996
8586,50000000,22540359,-27459641,The Chamber,Chris O'Donnell|Gene Hackman|Faye Dunaway|Robert Prosky|Lela Rochon,James Foley,,113,Drama|Thriller,1996-10-11,1996
8587,38000000,10300000,-27700000,White Squall,Jeff Bridges|Caroline Goodall|John Savage|Scott Wolf|Jeremy Sisto,Ridley Scott,,129,Action|Drama,1996-02-02,1996
8593,45000000,17300889,-27699111,The Phantom,Billy Zane|Kristy Swanson|Treat Williams|Catherine Zeta-Jones|James Remar,Simon Wincer,Slam Evil!,100,Adventure|Action,1996-06-06,1996
8598,38000000,17380126,-20619874,Extreme Measures,Hugh Grant|Gene Hackman|Sarah Jessica Parker|David Morse|Bill Nunn,Michael Apted,Not all surgery is intended to cure.,118,Drama|Thriller,1996-09-27,1996
8602,28000000,16900000,-11100000,Michael Collins,Liam Neeson|Aidan Quinn|Stephen Rea|Alan Rickman|Julia Roberts,Neil Jordan,"Ireland, 1916. His Dreams Inspired Hope. His Words Ignited Passion. His Courage Forged A Nation's Destiny.",132,Drama|Thriller,1996-10-25,1996
8612,3000000,222559,-2777441,Hard Eight,Philip Baker Hall|Gwyneth Paltrow|John C. Reilly|Samuel L. Jackson|F. William Parker,Paul Thomas Anderson,"When good luck is a long shot, you have to hedge your bets.",96,Drama|Thriller,1996-02-28,1996
8615,5000000,42000000,37000000,Doctor Who,Paul McGann|Eric Roberts|Daphne Ashbrook|Sylvester McCoy|Yee Jee Tso,Geoffrey Sax,He's Back...and It's About Time!,89,TV Movie|Adventure|Drama|Science Fiction,1996-05-14,1996
8621,3000000,2503829,-496171,Ridicule,Charles Berling|Jean Rochefort|Fanny Ardant|Judith GodrÃ¨che|Bernard Giraudeau,Patrice Leconte,,102,Comedy|Drama|Romance,1996-05-09,1996
8622,40000000,49627779,9627779,The Island of Dr. Moreau,Marlon Brando|Val Kilmer|David Thewlis|Fairuza Balk|Daniel Rigney,Richard Stanley|John Frankenheimer,The gates of hell are unlocked.,96,Fantasy|Horror|Science Fiction,1996-08-23,1996
8628,15000000,76382,-14923618,Silent Trigger,Dolph Lundgren|Gina Bellman|Conrad Dunn|Christopher Heyerdahl,Russell Mulcahy,The Terms are Clear. Kill or be Killed.,93,Drama|Action|Thriller,1996-06-26,1996
8634,3000000,153155,-2846845,Citizen Ruth,Laura Dern|Swoosie Kurtz|Kurtwood Smith|Mary Kay Place|Kelly Preston,Alexander Payne,"Life, liberty, money and the pursuit of happiness. She's gotta have it.",104,Drama|Comedy,1996-12-13,1996
8652,13000000,4619014,-8380986,Joe's Apartment,Jerry O'Connell|Megan Ward|Billy West|Reginald Hudlin|Willi One Blood,John Payson,Sex Bugs Rock 'n Roll,78,Fantasy|Comedy|Music,1996-07-26,1996
8653,7000000,1100000,-5900000,Bad Moon,Mariel Hemingway|Michael ParÃ©|Mason Gamble|Hrothgar Mathews|Ken Pogue,Eric Red,Half man.  Half wolf.  Total terror.,80,Horror,1996-11-01,1996
8654,25000000,10070000,-14930000,Mrs. Winterbourne,Shirley MacLaine|Ricki Lake|Brendan Fraser|Jane Krakowski|Loren Dean,Richard Benjamin,The story of a girl who is going from filthy to rich,105,Comedy|Romance|Drama,1996-04-19,1996
8661,103000000,457640427,354640427,Gladiator,Russell Crowe|Joaquin Phoenix|Connie Nielsen|Oliver Reed|Richard Harris,Ridley Scott,A Hero Will Rise.,155,Action|Drama|Adventure,2000-05-01,2000
8662,9000000,39723096,30723096,Memento,Guy Pearce|Carrie-Anne Moss|Joe Pantoliano|Mark Boone Junior|Russ Fega,Christopher Nolan,Some memories are best forgotten.,113,Mystery|Thriller,2000-10-11,2000
8663,123000000,345141403,222141403,How the Grinch Stole Christmas,Jim Carrey|Taylor Momsen|Jeffrey Tambor|Christine Baranski|Bill Irwin,Ron Howard,He puts the mean in green.,104,Family|Comedy|Fantasy,2000-11-17,2000
8664,90000000,429632142,339632142,Cast Away,Tom Hanks|Helen Hunt|Chris Noth|Paul Sanchez|Lari White,Robert Zemeckis,"At the edge of the world, his journey begins.",143,Adventure|Drama,2000-12-22,2000
8665,10000000,83557872,73557872,Snatch,Jason Statham|Brad Pitt|Vinnie Jones|Dennis Farina|Benicio del Toro,Guy Ritchie,Stealin' Stones and Breakin' Bones.,103,Thriller|Crime,2000-09-01,2000
8666,125000000,546388105,421388105,Mission: Impossible II,Tom Cruise|Dougray Scott|Thandie Newton|Ving Rhames|Richard Roxburgh,John Woo,Expect the impossible again,123,Adventure|Action|Thriller,2000-05-23,2000
8667,48000000,90383208,42383208,Bedazzled,Elizabeth Hurley|Brendan Fraser|Frances O'Connor|Orlando Jones|Paul Adelstein,Harold Ramis,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,93,Fantasy|Comedy|Romance,2000-10-19,2000
8668,19000000,278019771,259019771,Scary Movie,Carmen Electra|Dave Sheridan|Anna Faris|Jon Abrahams|Regina Hall,Keenen Ivory Wayans,No mercy. No shame. No sequel.,88,Comedy,2000-07-07,2000
8669,100000000,169327687,69327687,The Emperor's New Groove,David Spade|John Goodman|Eartha Kitt|Patrick Warburton|Wendie Malick,Mark Dindal,It's All About.....ME!,78,Adventure|Animation|Comedy|Family|Fantasy,2000-12-09,2000
8670,70000000,374111707,304111707,What Women Want,Helen Hunt|Mel Gibson|Marisa Tomei|Lauren Holly|Mark Feuerstein,Nancy Meyers,He has the power to hear everything women are thinking. Finally... a man is listening.,127,Comedy|Romance,2000-12-14,2000
8671,127500000,354248063,226748063,Dinosaur,D. B. Sweeney|Alfre Woodard|Ossie Davis|Max Casella|Hayden Panettiere,Ralph Zondag|Eric Leighton,You have never seen anything like this.,82,Animation|Family,2000-05-19,2000
8672,92000000,264105545,172105545,Charlie's Angels,Cameron Diaz|Lucy Liu|Drew Barrymore|Bill Murray|John Forsythe,McG,Get Some Action,98,Action|Adventure|Comedy|Crime|Thriller,2000-11-02,2000
8673,45000000,224834564,179834564,Chicken Run,Mel Gibson|Miranda Richardson|Timothy Spall|Imelda Staunton|Jane Horrocks,Peter Lord|Nick Park,This ain't no chick flick. It's poultry in motion.,84,Animation|Comedy|Family,2000-06-21,2000
8674,110000000,215294342,105294342,The Patriot,Mel Gibson|Heath Ledger|Joely Richardson|Jason Isaacs|TchÃ©ky Karyo,Roland Emmerich,Some things are worth fighting for.,165,Drama|History|War|Action,2000-06-28,2000
8675,23000000,53302314,30302314,Final Destination,Devon Sawa|Ali Larter|Kerr Smith|Tony Todd|Seann William Scott,James Wong,No accidents. No coincidences. No escapes. You can't cheat death.,98,Horror,2000-03-16,2000
8676,45000000,113916474,68916474,Coyote Ugly,Piper Perabo|Adam Garcia|John Goodman|Izabella Miko|Tyra Banks,David McNally,This party never ends.,100,Comedy,2000-07-30,2000
8677,25000000,91036760,66036760,Romeo Must Die,Jet Li|Aaliyah|Isaiah Washington|Russell Wong|DMX,Andrzej Bartkowiak,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",115,Action|Crime|Thriller,2000-03-20,2000
8678,62000000,127666415,65666415,U-571,Matthew McConaughey|Bill Paxton|Harvey Keitel|Jon Bon Jovi|David Keith,Jonathan Mostow,Heroes are ordinary men who do extraordinary things in extraordinary times.,116,Action|Drama|Thriller|War,2000-04-20,2000
8679,5000000,110000000,105000000,Billy Elliot,Jamie Bell|Julie Walters|Jean Heywood|Jamie Draven|Gary Lewis,Stephen Daldry,Inside every one of us is a special talent waiting to come out. The trick is finding it.,110,Drama|Comedy|Music,2000-05-18,2000
8680,90000000,237202299,147202299,Gone In Sixty Seconds,Nicolas Cage|Angelina Jolie|Giovanni Ribisi|Delroy Lindo|Will Patton,Dominic Sena,"Ice Cold, Hot Wired.",118,Action|Crime|Thriller,2000-06-09,2000
8681,52000000,256271286,204271286,Erin Brockovich,Julia Roberts|Albert Finney|Aaron Eckhart|Marg Helgenberger|Cherry Jones,Steven Soderbergh,She brought a small town to its feet and a huge corporation to its knees.,131,Drama,2000-03-13,2000
8682,55000000,330444045,275444045,Meet the Parents,Ben Stiller|Robert De Niro|Teri Polo|Blythe Danner|Owen Wilson,Jay Roach,First comes love. Then come the interrogation.,108,Comedy|Romance,2000-10-05,2000
